"V1","V2","V3","V4"
-2.37513128947467,0.208926695864648,1.47619547769427,0.2
-0.198697081301361,0.240018613124266,1.39328369833529,0.2
0.843862761044875,0.254912325157784,1.35356713291258,0.2
1.63225507666357,0.266175072523765,1.32353313993663,0.2
2.35597771033645,0.276513967290521,1.29596275389194,0.2
2.79340043594129,0.28276286337059,1.27929903101176,0.2
3.29630331275985,0.289947190182284,1.26014082618058,0.2
3.38420206611045,0.291202886658721,1.25679230224341,0.2
4.95148680196144,0.313592668599449,1.19708621706814,0.2
5.1634818369057,0.316621169098653,1.18901021573693,0.2
5.96311302739196,0.328044471819885,1.15854807514697,0.2
6.4518126770854,0.335025895386934,1.13993094563484,0.2
7.69083689711988,0.352726241387427,1.09273002296686,0.2
8.77275657397695,0.368182236771099,1.05151403527707,0.2
9.14598270063289,0.37351403858047,1.03729589711875,0.2
9.2193878965918,0.374562684237026,1.03449950870126,0.2
10.2875926257111,0.389822751795873,0.993805995211005,0.2
10.5816270026844,0.394023242895491,0.982604685612023,0.2
11.7160415346734,0.410229164781049,0.939388893917203,0.2
11.7566796506289,0.410809709294699,0.937840775214136,0.2
14.0490062017925,0.443557231454179,0.850514049455523,0.2
15.3952634527814,0.462789477896877,0.799228058941662,0.2
16.4957467233762,0.478510667476803,0.757304886728525,0.2
17.5648761489429,0.493783944984898,0.716576146706939,0.2
17.7582836172078,0.496546908817254,0.709208243153989,0.2
